Symbol,Name,Industry,Sector,Market Cap,P/E ttm,Price/Book,ROA%,ROE%,Debt/Equity,Price/Cash Flow,Ent Value,EBITDA(a),EBIT(a),Shares Out,Net Income(a),Beta,% Insider,% Institutional,Sales(a),Float,% Float,Price/Sales,Earnings Date,Latest Earnings
VALE,Vale S.A. ADR,Mining - Iron,Basic Materials,45390072000,6.64,1.28,7.76%,17.65%,0.49,4.29,57446072000,13196000000,10139000000,4539007000,6166000000,0.77,0.00%,21.85%,N/L,N/L,N/L,N/L,N/L,2025-07-31
VECO,Veeco Instrument,Electrical - Manufacturing,Computers and Technology,1249200000,19.61,1.47,5.01%,8.29%,0.31,12.49,1379580000,90140000,65000000,60000000,73710000,1.1,2.40%,98.46%,N/L,N/L,N/L,N/L,N/L,2025-08-06
VEEV,Veeva Systems Inc,Medical Information Systems,Medical,47456480000,60.55,7.66,11.38%,13.96%,0,61.07,46337688000,800460000,769990000,163412000,714140000,0.98,10.30%,88.20%,N/L,N/L,N/L,N/L,N/L,2025-08-27
VERI,Veritone Inc,Technology Services,Business Services,111750000,0,7.72,-15.69%,0.00%,1.91,N/A,123910000,-25820000,-58540000,47553000,-37380000,2.64,14.00%,39.18%,N/L,N/L,N/L,N/L,N/L,2025-08-07
VERU,Veru Inc,Medical Products,Medical,82204000,0,4.17,-76.51%,-128.52%,0,N/A,57284000,-39020000,-39290000,146584000,-37800000,-0.75,15.20%,47.16%,N/L,N/L,N/L,N/L,N/L,2025-08-14
VERV,Verve Therapeutics Inc,Medical - Drugs,Medical,992162000,0,2.1,-27.57%,-35.82%,0,N/A,819602000,-214110000,-208460000,89143000,-198710000,2.23,19.90%,97.11%,N/L,N/L,N/L,N/L,N/L,2025-08-14
VERX,Vertex Inc Cl A,Internet - Software,Computers and Technology,5421806000,96.61,27.48,5.41%,28.14%,1.67,35.389999,5460976000,114430000,25660000,158486000,-52730000,0.71,43.25%,70.32%,N/L,N/L,N/L,N/L,N/L,2025-08-06
VET,Vermilion Energy Inc,International E&P,Oils-Energy,1281438000,0,0.65,-0.54%,-1.22%,0.65,2.81,1888428000,1255520000,756890000,154019000,-34110000,1.16,2.60%,31.91%,N/L,N/L,N/L,N/L,N/L,2025-08-07
VFC,V.F. Corp,Textile - Apparel,Consumer Staples,4938209000,16.68,3.32,2.75%,20.14%,2.67,4.99,8486979000,1093850000,393020000,389756000,-189720000,1.66,1.10%,86.84%,N/L,N/L,N/L,N/L,N/L,2025-07-30
VFF,Village Farms Intl,Consumer Prdts - Misc Staple,Consumer Staples,170752000,0,0.64,-6.90%,-10.55%,0.16,N/A,186682000,-9360000,-28210000,112337000,-35850000,2.18,12.60%,12.15%,N/L,N/L,N/L,N/L,N/L,2025-08-14
VFS,Vinfast Auto Ltd,Auto - Domestic,Auto-Tires-Trucks,8302786000,0,N/A,-52.16%,0.00%,-0.85,N/A,11506616000,-1934470000,-2340320000,2338813000,-3175070000,0.92,16.23%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-09-19
VG,Venture Global Inc Cl A,Oil - US Exploration & Product,Oils-Energy,35233192000,0,4.19,0.00%,0.00%,3.51,16.92,60732192000,2583000000,2261000000,2419862000,1746000000,N/A,86.73%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-13
VGZ,Vista Gold Corp,Mining - Gold,Basic Materials,118003000,13.57,7.61,49.91%,52.95%,0,10.38,101053000,9820000,9760000,124831000,11250000,1.03,4.20%,27.29%,N/L,N/L,N/L,N/L,N/L,2025-08-04
VIAV,Viavi Solutions,Communications Components,Computers and Technology,2271437000,53.53,3.12,2.38%,6.08%,0.88,24.99,2431137000,107300000,41100000,223237000,-25800000,0.88,1.52%,95.54%,N/L,N/L,N/L,N/L,N/L,2025-08-07
VICI,Vici Properties Inc,REIT - Equity Trust Other,Finance,35272884000,14.59,1.31,5.84%,9.88%,0.62,12.9,51481156000,3549520000,3498730000,1056707000,2678810000,0.7,0.25%,97.71%,N/L,N/L,N/L,N/L,N/L,2025-07-30
VICR,Vicor Corp,Electronics - Misc Components,Computers and Technology,2098103000,32.29,3.5,9.96%,11.32%,0,86.040001,1820833000,33290000,14660000,45208000,6130000,1.75,31.30%,47.45%,N/L,N/L,N/L,N/L,N/L,2025-07-22
VIK,Viking Holdings Ltd,Leisure & Recreation Services,Consumer Discretionary,25852962000,31.05,N/A,7.99%,-128.44%,-19.86,23.280001,28699222000,1661870000,1401030000,443143000,152330000,2.38,N/A,98.84%,N/L,N/L,N/L,N/L,N/L,2025-08-28
VIPS,Vipshop Holdings Ltd ADR,Internet Services - Delivery,Computers and Technology,8193154000,8.49,1.44,10.21%,18.04%,0,6.43,4500404000,1420110000,1188260000,512713000,1060370000,0.58,29.50%,48.82%,N/L,N/L,N/L,N/L,N/L,2025-08-19
VIST,Vista Energy S.A.B. DE C.V. ADR,Oil - International Integrated,Oils-Energy,4236222000,20.66,1.96,4.55%,12.02%,1.22,6.6,4920472000,1257070000,819370000,95196000,477520000,1,N/A,63.81%,N/L,N/L,N/L,N/L,N/L,2025-07-10
VITL,Vital Farms Inc,Food - Misc & Diversified,Consumer Staples,1620801000,32.52,5.62,14.63%,19.53%,0,22.51,1470201000,78600000,61150000,44552000,53390000,0.94,21.30%,98.59%,N/L,N/L,N/L,N/L,N/L,2025-08-07
VKTX,Viking Thera,Medical - Biomedical,Medical,3870357000,0,4.74,-19.38%,-19.98%,0,N/A,3843677000,-189150000,-172320000,112445000,-109960000,0.62,4.10%,76.03%,N/L,N/L,N/L,N/L,N/L,2025-07-23
VLN,Valens Semiconductor Ltd,Electronics - Semiconductors,Computers and Technology,331787000,0,2.58,-17.33%,-20.44%,0,N/A,296367000,-36960000,-39510000,106342000,-36580000,0.27,58.92%,33.90%,N/L,N/L,N/L,N/L,N/L,2025-08-06
VLO,Valero Energy Corp,Oil - Refining and Marketing,Oils-Energy,44465856000,28.35,1.67,2.62%,5.74%,0.02,8.02,40551856000,3994000000,1220000000,313206000,2770000000,1,0.04%,78.69%,N/L,N/L,N/L,N/L,N/L,2025-07-24
VLY,Valley National Bancorp,Banks - Northeast,Finance,5281065000,13.24,0.74,0.66%,5.89%,0.39,11.59,6976895000,737670000,662230000,560028000,380270000,1.06,1.43%,61.00%,N/L,N/L,N/L,N/L,N/L,2025-07-24
VMEO,Vimeo Inc,Technology Services,Business Services,673803000,41.3,1.77,2.70%,4.26%,0,23.76,348523000,13480000,11730000,164744000,27010000,2.01,1.90%,84.97%,N/L,N/L,N/L,N/L,N/L,2025-08-04
VNET,Vnet Group Inc,Internet - Software,Computers and Technology,2221346000,0,2.41,0.44%,2.11%,2.49,9.18,3541486000,338500000,119540000,268928000,25100000,0.14,12.10%,72.83%,N/L,N/L,N/L,N/L,N/L,2025-08-26
VNO,Vornado Realty Trust,REIT - Equity Trust Other,Finance,7664524000,16.97,1.76,1.04%,3.83%,1.42,13.05,16974804000,1233830000,725700000,191949000,70390000,1.5,8.42%,90.02%,N/L,N/L,N/L,N/L,N/L,2025-08-04
VNOM,Viper Energy Inc,Oil - US Exploration & Product,Oils-Energy,10938628000,18.43,1.56,4.31%,5.41%,0.15,15.84,11994758000,1031360000,816950000,288542000,359250000,0.97,0.15%,87.72%,N/L,N/L,N/L,N/L,N/L,2025-08-04
VOD,Vodafone Grp Plc ADR,Wireless Non-US,Computers and Technology,29942920000,0,0.5,0.00%,0.00%,0.99,2.09,75216072000,16015670000,0,2619678000,-4478760000,0.59,1.00%,7.84%,N/L,N/L,N/L,N/L,N/L,2025-07-24
VOR,Vor Biopharma Inc,Medical - Biomedical,Medical,274912000,0,N/A,0.00%,0.00%,0,N/A,274912000,0,0,124960000,-116914000,2.04,2.90%,97.29%,N/L,N/L,N/L,N/L,N/L,2025-08-14
VOYG,Voyager Technologies Inc Cl A,Aerospace - Defense Equipment,Aerospace,2382151000,0,N/A,0.00%,0.00%,0,N/A,2382151000,0,0,56289000,-62072000,N/A,N/A,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-04
VPG,Vishay Precision Group,Electronics - Misc Components,Computers and Technology,371859000,47.86,1.11,1.64%,2.30%,0.1,12.67,324029000,25700000,9890000,13257000,9910000,0.87,7.71%,87.61%,N/L,N/L,N/L,N/L,N/L,2025-08-05
VRNA,Verona Pharma Plc ADR,Medical - Biomedical,Medical,8537724000,0,39.380001,-27.99%,-69.65%,1.07,N/A,8258304000,-135390000,-137750000,81080000,-173420000,0.24,4.80%,85.88%,N/L,N/L,N/L,N/L,N/L,2025-08-14
VRNS,Varonis Systems Inc,Security,Computers and Technology,6121178000,0,16.25,-5.84%,-20.01%,0,N/A,5935588000,-36600000,-113790000,111925000,-95770000,0.76,2.30%,95.65%,N/L,N/L,N/L,N/L,N/L,2025-07-29
VRNT,Verint Systems Inc,Computer - Software,Computers and Technology,1315097000,15.92,1.48,4.82%,12.35%,0.46,8.34,1948457000,147370000,100240000,60160000,82270000,1.43,1.30%,94.95%,N/L,N/L,N/L,N/L,N/L,2025-09-03
VRRM,Verra Mobility Corp,Internet - Software,Computers and Technology,3980942000,21.42,12.99,11.05%,51.05%,3.45,13,4934002000,458670000,346040000,159429000,31450000,0.77,1.05%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-06
VRSK,Verisk Analytics Inc,Business Information,Business Services,41679836000,43.87,334.730011,20.50%,396.08%,30.31,33.25,44449736000,1910400000,1601900000,139884000,958200000,0.86,0.46%,90.00%,N/L,N/L,N/L,N/L,N/L,2025-07-30
VRSN,Verisign Inc,Internet Software Services,Computers and Technology,28713682000,34.21,N/A,55.60%,-41.12%,-0.9,34.369999,30299282000,1086300000,1070500000,93900000,785700000,0.78,0.84%,92.90%,N/L,N/L,N/L,N/L,N/L,2025-07-24
VRT,Vertiv Holdings Llc.,IT Services,Computers and Technology,52390504000,42.77,18.700001,13.30%,56.01%,1.1,35.939999,54091104000,1877700000,1593700000,381105000,495800000,1.75,2.63%,89.92%,N/L,N/L,N/L,N/L,N/L,2025-07-30
VRTX,Vertex Pharmaceutic,Medical - Biomedical,Medical,120604712000,0,7.36,-2.42%,-3.36%,0,N/A,116035112000,-535100000,-742300000,256797000,-535600000,0.41,0.20%,90.96%,N/L,N/L,N/L,N/L,N/L,2025-08-04
VSAT,Viasat Inc,Wireless Equipment,Computers and Technology,1914401000,0,0.4,-2.14%,-7.10%,1.51,1.42,7338401000,1527260000,166450000,130320000,-574960000,1.17,3.20%,86.05%,N/L,N/L,N/L,N/L,N/L,2025-08-06
VSCO,Victorias Secret & Co.,Retail - Apparel & Shoes,Retail-Wholesale,1715242000,8.03,2.43,4.62%,37.76%,1.61,3.44,2465242000,562000000,304000000,79853000,165000000,2.18,0.45%,90.29%,N/L,N/L,N/L,N/L,N/L,2025-08-27
VST,Vistra Energy Corp,Utility - Electric Power,Utilities,65219608000,25.32,28.26,7.58%,87.33%,3.37,12.62,82777608000,8468000000,5837000000,339332000,2659000000,1.26,1.42%,90.88%,N/L,N/L,N/L,N/L,N/L,2025-08-07
VSTM,Verastem Inc,Medical - Biomedical,Medical,337387000,0,N/A,-127.97%,0.00%,-2.2,N/A,289287000,-131220000,-131070000,54949000,-130640000,0.71,2.10%,88.37%,N/L,N/L,N/L,N/L,N/L,2025-08-14
VTGN,Vistagen Therapeutics Inc,Medical - Biomedical,Medical,89807000,0,1.11,-52.37%,-58.88%,0,N/A,22677000,-53080000,-52840000,29158000,-51420000,0.61,1.29%,78.39%,N/L,N/L,N/L,N/L,N/L,2025-08-12
VTLE,Vital Energy Inc,Other Alt Energy,Oils-Energy,720309000,2.42,0.27,5.05%,10.34%,0.86,0.71,3134370000,1334510000,592540000,38768000,-173520000,1.6,1.50%,86.54%,N/L,N/L,N/L,N/L,N/L,2025-08-06
VTR,Ventas Inc,REIT - Equity Trust Other,Finance,29993264000,20.65,2.63,0.56%,1.36%,1.1,21.49,42558584000,3220540000,1991500000,451298000,81150000,0.87,0.80%,94.18%,N/L,N/L,N/L,N/L,N/L,2025-07-30
VTRS,Viatris Inc,Medical Services,Medical,11044348000,3.77,0.71,7.01%,16.20%,1.02,1.83,24356748000,2754000000,-139200000,1173682000,-634200000,0.89,0.13%,79.88%,N/L,N/L,N/L,N/L,N/L,2025-08-07
VTYX,Ventyx Biosciences Inc,Medical - Biomedical,Medical,226292000,0,0.98,-43.49%,-47.45%,0,N/A,199032000,-135430000,-136780000,71161000,-135120000,0.93,14.49%,97.88%,N/L,N/L,N/L,N/L,N/L,2025-08-14
VUZI,Vuzix Corp,Computers - Peripheral Equpt,Computers and Technology,173069000,0,5.41,-185.84%,-198.84%,0,N/A,154879000,-66290000,-70220000,76242000,-73540000,1.63,8.30%,35.87%,N/L,N/L,N/L,N/L,N/L,2025-08-13
VVPR,Vivopower International Plc,Solar,Oils-Energy,49347000,0,N/A,0.00%,0.00%,-0.76,N/A,77947000,-5820000,0,10112000,-46700000,0.98,9.10%,15.80%,N/L,N/L,N/L,N/L,N/L,2024-10-07
VVV,Valvoline Inc,Retail - Wholesale Auto Parts,Retail-Wholesale,4560779000,22.58,18.120001,8.52%,106.36%,4.33,14.67,5586279000,544600000,438700000,127112000,211500000,1.18,0.66%,96.13%,N/L,N/L,N/L,N/L,N/L,2025-08-06
VYGR,Voyager Therapeut,Medical - Biomedical,Medical,179289000,0,0.67,-21.06%,-27.36%,0,N/A,107919000,-105040000,-101800000,55336000,-65000000,0.85,6.39%,48.03%,N/L,N/L,N/L,N/L,N/L,2025-08-05
VYX,NCR Voyix Corporation,Computer - Integrated Systems,Computers and Technology,1980874000,0,2.3,-2.59%,-17.40%,1.28,25.85,2599874000,236000000,-61000000,137752000,958000000,1.65,0.29%,97.00%,N/L,N/L,N/L,N/L,N/L,2025-08-07
VZ,Verizon Communications Inc,Wireless National,Utilities,181636256000,9.17,1.74,5.19%,19.62%,1.41,4.87,321456256000,65059000000,47167000000,4216255000,17506000000,0.37,0.10%,62.06%,N/L,N/L,N/L,N/L,N/L,2025-07-21
W,Wayfair Inc,Internet Commerce,Retail-Wholesale,8387952000,0,N/A,-8.01%,0.00%,-1.07,7910.25,9953952000,48000000,-348000000,128315000,-492000000,2.97,21.91%,89.67%,N/L,N/L,N/L,N/L,N/L,2025-08-04
WAB,Wabtec Corp,Transportation - Equip & Lease,Transportation,33747760000,24.39,3.17,7.41%,13.66%,0.38,19.35,37012760000,2432000000,1973000000,171126000,1056000000,1.12,1.10%,91.69%,N/L,N/L,N/L,N/L,N/L,2025-07-24
WAL,Western Alliance Bancorp,Banks - West,Finance,9073000000,10.93,1.29,1.02%,12.62%,0.91,13.05,11744000000,1261600000,1360800000,110404000,787700000,1.29,2.68%,79.15%,N/L,N/L,N/L,N/L,N/L,2025-07-17
WAT,Waters Corp,Medical Instruments,Medical,18028250000,25.06,9.05,15.67%,41.70%,0.69,19.74,19330320000,1083060000,891230000,59509000,637830000,1.1,0.63%,94.01%,N/L,N/L,N/L,N/L,N/L,2025-08-04
WAY,Waystar Holding Corp,Internet - Software,Computers and Technology,6239651000,77.04,2.05,2.07%,3.10%,0.39,20.059999,7267361000,520160000,329580000,174146000,-19130000,N/A,4.10%,N/A,N/L,N/L,N/L,N/L,N/L,2025-07-30
WB,Weibo Corp ADR,Internet - Content,Computers and Technology,2472206000,6.37,0.72,6.41%,12.29%,0.44,5.36,2121546000,563040000,504900000,242611000,300800000,0.11,41.30%,68.77%,N/L,N/L,N/L,N/L,N/L,2025-08-14
WBA,Walgreens Boots Alliance,Retail - Drug Stores,Retail-Wholesale,10049162000,6.07,1.39,2.22%,17.66%,0.96,2.02,16948162000,-535000000,-2994000000,865561000,-8636000000,0.78,17.50%,58.59%,N/L,N/L,N/L,N/L,N/L,2025-06-26
WBD,Discovery Inc Series A,Broadcast - Radio & TV,Consumer Discretionary,33114764000,0,0.94,-10.27%,-30.56%,1.06,3.43,67416768000,17877000000,-3106000000,2454764000,-11311000000,1.54,1.90%,59.95%,N/L,N/L,N/L,N/L,N/L,2025-08-07
WDAY,Workday Inc,Internet - Software,Computers and Technology,64544580000,91.58,7.1,4.12%,8.00%,0.33,61.16,65985580000,1051000000,474000000,267000000,526000000,1.21,19.31%,89.81%,N/L,N/L,N/L,N/L,N/L,2025-08-28
WDC,Western Digital Corp,Computer - Storage Devices,Computers and Technology,24009782000,12.26,4.65,9.01%,20.58%,1.42,80.199997,29793782000,3157000000,2570000000,348878000,-798000000,1.54,0.30%,92.51%,N/L,N/L,N/L,N/L,N/L,2025-07-30
WDFC,W D 40 Company,Consumer Prdts - Misc Staple,Consumer Staples,2846471000,38.45,11.1,16.49%,31.23%,0.37,36.09,2894411000,109710000,100250000,13534000,69640000,0.14,0.75%,91.52%,N/L,N/L,N/L,N/L,N/L,2025-07-10
WDS,Woodside Energy Group Ltd,Other Alt Energy,Oils-Energy,32544576000,0,0.88,0.00%,0.00%,0.28,3.82,38618576000,9276000000,0,1898750000,3573000000,0.64,0.04%,3.17%,N/L,N/L,N/L,N/L,N/L,2025-06-30
WEC,Wisconsin Energy Corp,Utility - Electric Power,Utilities,34951556000,21.11,2.61,3.55%,12.94%,1.51,11.95,54995856000,5024500000,3670000000,319134000,1528400000,0.44,0.50%,77.20%,N/L,N/L,N/L,N/L,N/L,2025-07-30
WELL,Welltower Inc,REIT - Equity Trust Other,Finance,105652488000,35.95,3.08,2.18%,3.41%,0.46,38.189999,117697504000,4667990000,2988360000,653952000,951680000,0.92,0.21%,94.80%,N/L,N/L,N/L,N/L,N/L,2025-07-28
WEN,Wendys Company,Retail - Restaurants,Retail-Wholesale,2066189000,11,15.73,3.92%,85.35%,21,5.99,4321489000,690860000,532920000,192025000,194360000,0.34,17.00%,85.96%,N/L,N/L,N/L,N/L,N/L,2025-08-08
WES,Western Midstream Partners LP,Oil Refining & Marketing MLP,Oils-Energy,15542888000,12.13,4.65,10.25%,38.52%,2.18,6.93,22390108000,3023720000,2364050000,381327000,1573570000,1.08,0.04%,84.82%,N/L,N/L,N/L,N/L,N/L,2025-08-06
WEST,Westrock Coffee Company,Beverages - Soft,Consumer Staples,671951000,0,9.24,-3.46%,-41.92%,5.21,51.720001,1250181000,-8410000,-46380000,94641000,-80300000,0.51,42.10%,45.08%,N/L,N/L,N/L,N/L,N/L,2025-08-07
WEX,Wex Inc,Financial Transaction Services,Business Services,6014105000,13.02,6.09,3.71%,41.87%,5.06,8.02,7662605000,1185200000,863900000,34245000,309600000,1.23,1.40%,97.47%,N/L,N/L,N/L,N/L,N/L,2025-07-23
WFC,Wells Fargo & Company,Finance - Investment Brokers,Finance,274392608000,14.59,1.64,1.04%,12.29%,0.96,10.04,157387616000,54025000000,46467000000,3254182000,19722000000,1.16,0.08%,75.90%,N/L,N/L,N/L,N/L,N/L,2025-07-15
WFG,West Fraser Timber L,Building Products - Wood,Construction,5535150000,0,0.79,-0.66%,-0.85%,0.03,8.53,5094150000,1117000000,568000000,76696000,-5000000,1.15,1.77%,40.23%,N/L,N/L,N/L,N/L,N/L,2025-07-23
WFRD,Weatherford International Plc,Oil - Field Services,Oils-Energy,4084538000,8.96,2.74,9.37%,34.87%,1.18,4.95,4743538000,1190000000,847000000,71835000,506000000,0.76,2.09%,97.23%,N/L,N/L,N/L,N/L,N/L,2025-07-22
WGO,Winnebago Industries,Building - Mobile Homes & RV,Construction,887742000,25.14,0.72,1.57%,2.86%,0.44,4.73,1253042000,164500000,72400000,28031000,13000000,1.01,4.63%,N/A,N/L,N/L,N/L,N/L,N/L,2025-06-25
WGS,Genedx Holdings Corp,Medical Services,Medical,2277790000,89.51,9.03,5.51%,10.17%,0.2,79.599998,2244490000,7850000,-14100000,28533000,-52290000,2.01,29.60%,61.72%,N/L,N/L,N/L,N/L,N/L,2025-07-29
WHR,Whirlpool Corp,Appliances - Household,Consumer Discretionary,5546541000,8.16,1.94,3.94%,21.38%,2.36,3.92,10879541000,1564000000,850000000,55610000,-323000000,1.25,2.07%,90.78%,N/L,N/L,N/L,N/L,N/L,2025-07-28
WING,Wingstop Inc,Retail - Restaurants,Retail-Wholesale,8426982000,81.42,N/A,18.26%,-18.85%,-1.69,67.68,9296402000,204050000,182410000,27903000,108720000,1.84,0.72%,N/A,N/L,N/L,N/L,N/L,N/L,2025-07-30
WIT,Wipro Ltd ADR,IT Services,Computers and Technology,30648476000,18.97,3.03,10.44%,15.94%,0.19,16.33,31115476000,2117000000,1337000000,10460230000,1537000000,1.02,1.00%,2.36%,N/L,N/L,N/L,N/L,N/L,2025-07-17
WIX,Wix.com Ltd,IT Services,Computers and Technology,8555909000,58.38,N/A,8.85%,-80.80%,-3.4,48.349998,8467849000,162170000,127890000,56108000,138320000,1.31,6.20%,81.52%,N/L,N/L,N/L,N/L,N/L,2025-08-06
WKSP,Worksport Ltd,Retail - Wsale Auto & Trucks,Retail-Wholesale,19552000,0,0.9,-64.71%,-92.59%,0.15,N/A,19672000,-12060000,-13810000,5200000,-16160000,1.98,7.99%,16.11%,N/L,N/L,N/L,N/L,N/L,2025-08-12
WLDN,Willdan Group Inc,Business Services,Business Services,1189333000,37.51,4.85,6.98%,13.74%,0.34,26.530001,1194523000,63530000,48630000,14497000,22570000,1.25,8.60%,72.29%,N/L,N/L,N/L,N/L,N/L,2025-08-07
WM,Waste Management,Waste Removal Svcs,Business Services,92421040000,32.25,10.73,7.31%,35.67%,2.76,17.41,115907040000,8869000000,6469000000,402408000,2746000000,0.64,0.18%,80.40%,N/L,N/L,N/L,N/L,N/L,2025-07-28
WMB,Williams Companies,Oil - Production & Pipeline,Oils-Energy,70503912000,30.44,4.83,4.37%,15.95%,1.82,15.35,96934912000,7995000000,5677000000,1219369000,2225000000,0.65,0.44%,86.44%,N/L,N/L,N/L,N/L,N/L,2025-08-04
WMT,Walmart Inc,Retail - Supermarket,Retail-Wholesale,777851392000,38.33,8.56,7.79%,21.76%,0.51,23.360001,808152384000,42615000000,29642000000,7980418000,19436000000,0.68,45.58%,26.76%,N/L,N/L,N/L,N/L,N/L,2025-08-21
WNC,Wabash National Corp,Auto - Truck Original Parts,Auto-Tires-Trucks,417444000,46.35,1.1,0.84%,3.49%,1.03,4.14,700104000,-2530000,-59520000,41870000,-284070000,1.65,2.21%,97.05%,N/L,N/L,N/L,N/L,N/L,2025-07-25
WOLF,Wolfspeed Inc,Semi Discretes,Computers and Technology,255228000,0,1.07,-7.00%,-103.97%,16.31,N/A,2335528000,-710500000,-892400000,155627000,-864200000,1.09,0.84%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-20
WOOF,Petco Health and Wellness Company Cl A,Retail - Misc & Diversified,Retail-Wholesale,1058823000,0,1.08,-0.92%,-4.29%,1.43,8.35,2476503000,244820000,40200000,315126000,-101820000,1.71,4.40%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-09-09
WOW,Wideopenwest Inc,Cable TV,Consumer Discretionary,311133000,0,1.67,-3.83%,-26.90%,5.28,2.13,1289733000,433400000,221000000,85476000,-58800000,1.25,3.00%,87.77%,N/L,N/L,N/L,N/L,N/L,2025-08-14
WPC,W.P. Carey & Company Llc,REIT - Equity Trust Other,Finance,14145849000,13.62,1.69,2.43%,5.02%,0.94,14.21,21544478000,1765640000,1234060000,218976000,460840000,0.78,0.93%,73.73%,N/L,N/L,N/L,N/L,N/L,2025-07-29
WPM,Wheaton Precious Metals,Mining - Misc,Basic Materials,42662600000,56.63,5.71,10.10%,10.32%,0,48,41844432000,1110420000,862120000,453954000,529140000,0.46,N/A,70.34%,N/L,N/L,N/L,N/L,N/L,2025-08-07
WPP,Wpp Plc ADR,Advertising Marketing Services,Business Services,6315295000,0,1.32,0.00%,0.00%,1.16,3.37,8474945000,2324500000,0,215760000,692620000,1,1.00%,4.34%,N/L,N/L,N/L,N/L,N/L,2025-02-27
WRB,W.R. Berkley Corp,Insurance - Proprty & Casualty,Finance,26171770000,16.64,2.91,4.05%,19.22%,0.32,17.450001,27037990000,2185290000,2355930000,379356000,1756120000,0.41,23.30%,68.82%,N/L,N/L,N/L,N/L,N/L,2025-07-21
WRBY,Warby Parker Inc Cl A,Consumer Prdts - Misc Staple,Consumer Staples,2548828000,0,7.19,-1.29%,-2.48%,0,71.730003,2294668000,27050000,-22520000,104503000,-20390000,2.09,18.24%,93.24%,N/L,N/L,N/L,N/L,N/L,2025-08-07
WRD,Weride Inc ADR,Auto - Truck Original Parts,Auto-Tires-Trucks,2753097000,0,2.96,0.00%,0.00%,0.02,N/A,2169847000,-174140000,-188210000,266257000,-350090000,N/A,2.70%,N/A,N/L,N/L,N/L,N/L,N/L,2025-07-31
WSC,Willscot Holdings Corp,Real Estate Operations,Finance,5772643000,20.83,5.64,4.68%,26.28%,3.58,8.11,9471743000,1172720000,775180000,182390000,28130000,1.24,3.10%,95.81%,N/L,N/L,N/L,N/L,N/L,2025-07-31
WSM,Williams-Sonoma,Retail - Home Furniture,Retail-Wholesale,22349968000,20.45,10.27,21.64%,52.79%,0,16.4,21136988000,1626870000,1397070000,122998000,1125250000,1.45,1.10%,99.29%,N/L,N/L,N/L,N/L,N/L,2025-08-28
WST,West Pharmaceutical Services,Medical - Dental Suppliers,Medical,18931878000,40.1,7.47,13.96%,18.81%,0.08,30.969999,18649878000,709500000,554100000,71845000,492700000,1.09,0.53%,93.90%,N/L,N/L,N/L,N/L,N/L,2025-07-24
WT,Wisdomtree Inc,Finance - Misc Services,Finance,2008444000,20.46,4.85,10.31%,25.46%,0,18.84,1827254000,150360000,145410000,147031000,66690000,1.14,9.30%,78.64%,N/L,N/L,N/L,N/L,N/L,2025-08-01
WU,Western Union Company,Financial Transaction Services,Business Services,2835905000,5.11,3.08,7.16%,77.19%,2.97,3.81,4302705000,890200000,711100000,330525000,934200000,0.65,1.58%,91.81%,N/L,N/L,N/L,N/L,N/L,2025-07-28
WULF,Terawulf Inc,Finance - Misc Services,Finance,1988299000,0,12.65,-19.03%,-42.09%,0,372.450012,1723499000,-670000,-73230000,384584000,-72420000,3.11,24.88%,62.49%,N/L,N/L,N/L,N/L,N/L,2025-08-08
WW,Ww International Inc,N/A,N/A,3703285000,0,N/A,0.00%,0.00%,0,N/A,3703285000,0,0,90280000,-345700000,N/A,8.12%,86.18%,N/L,N/L,N/L,N/L,N/L,2025-05-08
WWD,Woodward Inc,Aerospace - Defense Equipment,Aerospace,15270954000,41.98,6.48,8.58%,16.86%,0.39,30.74,15861154000,537720000,421550000,59360000,372970000,1.26,0.82%,81.18%,N/L,N/L,N/L,N/L,N/L,2025-07-28
WWR,Westwater Resources,Mining - Misc,Basic Materials,61005000,0,0.44,-8.55%,-9.29%,0,N/A,56735000,-10510000,-10760000,76409000,-12660000,1.11,3.86%,7.72%,N/L,N/L,N/L,N/L,N/L,2025-08-13
WWW,Wolverine World Wide,Shoes and Related Apparel,Consumer Staples,1883462000,22.34,5.87,5.01%,28.74%,1.79,18.51,2309362000,150000000,123800000,81044000,47900000,1.7,2.28%,90.25%,N/L,N/L,N/L,N/L,N/L,2025-08-06
WY,Weyerhaeuser Company,Building Products - Wood,Construction,19197976000,65.85,1.93,1.73%,2.93%,0.54,21.059999,23589976000,1170000000,668000000,725273000,396000000,1.14,0.27%,82.99%,N/L,N/L,N/L,N/L,N/L,2025-07-24
WYNN,Wynn Resorts Ltd,Gaming,Consumer Discretionary,11442390000,19.68,N/A,4.72%,-62.13%,-9.58,8.74,19557960000,2376080000,1677760000,104554000,501080000,1.37,0.52%,88.64%,N/L,N/L,N/L,N/L,N/L,2025-08-07
